12:11:55.301 Connecting to WIFLEN ...
12:11:57.806 Connected
12:11:57.845 84.19
12:11:57.845 914.5165 ,72.66 ,31.81 ,913.4558 ,14 ,914.5229 ,72.83 ,31.81 ,913.4558 ,84.19
12:11:57.845 32.14 ,914.5229 ,72.83 ,31.81 ,913.4558 ,84.19
12:11:57.885 32.14 ,914.5229 ,72.83 ,31.81 ,913.4558 ,84.19
12:11:57.908 32.14 ,914.5229 ,72.83 ,31.81 ,913.4617 ,85.10
12:11:57.929 32.16 ,914.5452 ,72.96 ,31.85 ,913.4617 ,85.10
12:11:57.929 32.16 ,914.5452 ,72.96 ,31.85 ,913.4617 ,85.10
12:11:57.944 32.16 ,914.5452 ,72.96 ,31.85 ,913.4617 ,85.10
12:11:57.962 32.16 ,914.5452 ,72.96 ,31.85 ,913.4617 ,85.10
12:11:57.981 32.16 ,914.5452 ,72.96 ,31.85 ,913.4617 ,85.10
12:11:58.005 32.16 ,914.5452 ,72.96 ,31.89 ,913.4584 ,85.92
12:11:58.035 32.18 ,914.5148 ,73.00 ,31.89 ,913.4584 ,85.92
12:11:58.035 32.18 ,914.5148 ,73.00 ,31.89 ,913.4584 ,85.92
12:11:58.062 32.18 ,914.5148 ,73.00 ,31.89 ,913.4584 ,85.92
12:11:58.084 32.18 ,914.5148 ,73.00 ,31.89 ,913.4584 ,85.92
12:11:58.084 32.18 ,914.5148 ,73.00 ,31.94 ,913.4641 ,86.62
12:11:58.134 32.19 ,914.5408 ,73.17 ,31.94 ,913.4641 ,86.62
12:11:58.134 32.19 ,914.5408 ,73.17 ,31.94 ,913.4641 ,86.62
12:11:58.160 32.19 ,914.5408 ,73.17 ,31.94 ,913.4641 ,86.62
12:11:58.182 32.19 ,914.5408 ,73.17 ,31.94 ,913.4641 ,86.62
12:11:58.182 32.19 ,914.5408 ,73.17 ,31.94 ,913.4641 ,87.12
12:11:58.245 32.19 ,914.5499 ,73.23 ,31.98 ,913.4501 ,87.12
12:11:58.400 32.22 ,914.5499 ,73.23 ,31.98 ,913.4501 ,87.12
12:11:58.400 32.22 ,914.5499 ,73.23 ,32.06 ,913.4808 ,87.81
12:11:58.419 32.26 ,914.4880 ,74.50 ,32.06 ,913.4808 ,87.81
12:11:58.442 32.26 ,914.4880 ,74.50 ,32.06 ,913.4808 ,87.81
12:11:58.462 32.26 ,914.4880 ,74.50 ,32.06 ,913.4808 ,87.81
12:11:58.483 32.26 ,914.4880 ,74.50 ,32.09 ,913.4953 ,87.87
