14:52:11.802 Connecting to WIFLEN ...
14:52:14.165 Connected
14:52:14.196 77.63 ,34.62 ,908.7143 ,95.40
14:52:14.249 34.59 ,908.7427 ,77.63 ,34.62 ,908.7143 ,95.40
14:52:14.260 34.59 ,908.7427 ,77.63 ,34.62 ,908.7039 ,95.66
14:52:14.296 34.61 ,908.7609 ,77.77 ,34.62 ,908.7039 ,95.66
14:52:14.335 34.61 ,908.7609 ,77.77 ,34.62 ,908.7039 ,95.66
14:52:14.337 34.63 ,908.6779 ,77.76 ,34.63 ,908.7391 ,95.81
14:52:14.374 34.63 ,908.6779 ,77.76 ,34.63 ,908.7391 ,95.81
14:52:14.477 34.63 ,908.6779 ,77.76 ,34.63 ,908.7391 ,95.81
14:52:14.496 34.66 ,908.7261 ,77.78 ,34.64 ,908.7095 ,95.87
14:52:14.506 34.66 ,908.7261 ,77.78 ,34.64 ,908.7095 ,95.87
14:52:14.538 34.66 ,908.7261 ,77.70 ,34.65 ,908.7271 ,95.97
14:52:14.572 34.67 ,908.7354 ,77.70 ,34.65 ,908.7271 ,95.97
14:52:14.580 34.67 ,908.7354 ,77.70 ,34.65 ,908.7271 ,95.97
14:52:14.612 34.67 ,908.7354 ,77.70 ,34.65 ,908.7271 ,95.97
14:52:14.656 34.67 ,908.7354 ,77.70 ,34.65 ,908.7271 ,96.08
14:52:14.661 34.67 ,908.7408 ,77.59 ,34.66 ,908.6872 ,96.08
14:52:14.694 34.67 ,908.7408 ,77.59 ,34.66 ,908.6872 ,96.08
14:52:14.742 34.67 ,908.7408 ,77.59 ,34.66 ,908.6872 ,96.08
14:52:14.747 34.67 ,908.7408 ,77.59 ,34.67 ,908.7187 ,95.44
14:52:14.780 34.67 ,908.7319 ,77.66 ,34.67 ,908.7187 ,95.44
14:52:14.823 34.67 ,908.7319 ,77.66 ,34.67 ,908.7187 ,95.44
14:52:14.829 34.67 ,908.7319 ,77.66 ,34.67 ,908.6820 ,94.23
14:52:14.861 34.67 ,908.7158 ,77.65 ,34.67 ,908.6820 ,94.23
14:52:14.908 34.67 ,908.7158 ,77.65 ,34.67 ,908.6820 ,94.23
14:52:14.914 34.67 ,908.7158 ,77.65 ,34.64 ,908.6658 ,92.75
14:52:14.947 34.66 ,908.6995 ,77.73 ,34.64 ,908.6658 ,92.75
14:52:14.995 34.66 ,908.6995 ,77.73 ,34.64 ,908.6658 ,92.75
14:52:15.001 34.66 ,908.6995 ,77.73 ,34.64 ,908.6658 ,92.75
14:52:15.035 34.65 ,908.7029 ,77.74 ,34.61 ,908.6531 ,91.41
14:52:15.077 34.65 ,908.7029 ,77.74 ,34.61 ,908.6531 ,91.41
14:52:15.083 34.65 ,908.7029 ,77.74 ,34.61 ,908.6531 ,91.41
14:52:15.117 34.65 ,908.7029 ,77.74 ,34.61 ,908.6531 ,91.41
14:52:15.212 34.64 ,908.6940 ,77.83 ,34.57 ,908.6664 ,89.69
14:52:15.216 34.64 ,908.6940 ,77.83 ,34.52 ,908.6581 ,88.43
14:52:15.251 34.64 ,908.6868 ,77.73 ,34.52 ,908.6581 ,88.43
14:52:15.297 34.64 ,908.6868 ,77.73 ,34.52 ,908.6581 ,88.43
14:52:15.303 34.64 ,908.6868 ,77.73 ,34.52 ,908.6581 ,87.95
14:52:15.338 34.62 ,908.7399 ,77.16 ,34.48 ,908.7064 ,87.95
14:52:15.382 34.62 ,908.7399 ,77.16 ,34.48 ,908.7064 ,87.95
14:52:15.389 34.62 ,908.7399 ,77.16 ,34.48 ,908.7064 ,87.95
14:52:15.421 34.62 ,908.7747 ,76.66 ,34.48 ,908.7651 ,88.74
14:52:15.460 34.60 ,908.7747 ,76.66 ,34.44 ,908.7651 ,88.74
14:52:15.466 34.60 ,908.7747 ,76.66 ,34.44 ,908.7651 ,88.74
14:52:15.499 34.60 ,908.7747 ,76.66 ,34.44 ,908.7651 ,88.74
14:52:15.539 34.60 ,908.7747 ,76.90 ,34.44 ,908.7651 ,88.74
14:52:15.545 34.58 ,908.7673 ,76.90 ,34.43 ,908.7787 ,90.01
14:52:15.578 34.58 ,908.7673 ,76.90 ,34.43 ,908.7787 ,90.01
