Sensor1_Temp,Sensor1_Pressure,Sensor1_Humidity,Sensor2_Temp,Sensor2_Pressure,Sensor2_Humidity
32.64,912.3033,50.02,34.2,911.3236,81.08
32.64,912.3033,50.02,34.19,911.3929,80.11
32.64,912.4601,48.75,34.19,911.3929,80.11
32.6,912.4005,48.75,34.19,911.3929,80.11
32.6,912.4005,48.75,34.17,911.418,79.04
32.58,912.4359,49.39,34.17,911.418,79.04
32.58,912.4359,49.39,34.17,911.5142,79.95
32.56,912.5336,52.05,34.17,911.5142,79.95
32.56,912.5336,52.05,34.17,911.6263,82.29
32.56,912.5336,52.05,34.17,911.6334,82.29
32.65,912.5087,59.05,34.19,911.5355,84.33
32.65,912.5087,59.05,34.22,911.5406,86.12
32.65,912.5087,62.05,34.22,911.5406,86.12
32.75,912.4539,62.05,34.22,911.5406,86.12
32.75,912.4539,62.05,34.25,911.546,87.52
32.85,912.5014,64.55,34.25,911.546,87.52
33.18,912.2316,62.27,34.48,911.308,90.32
33.18,912.2316,62.27,34.45,911.2706,89.21
32.91,912.2935,51.8,34.37,911.2836,83.35
32.86,912.2935,51.8,34.37,911.2836,83.35
32.86,912.2935,51.8,34.35,911.5204,81.5
32.94,912.4355,63.02,34.33,911.4582,87.27
32.94,912.4355,63.02,34.36,911.5491,88.66
33.25,912.39,62.84,34.48,911.3915,86.1
33.25,912.39,62.84,34.45,911.4024,82.31
33.15,912.358,59.37,34.45,911.4024,82.31
33.15,912.358,59.37,34.4,911.3084,80.14
33.08,912.3407,55.59,34.4,911.3084,80.14
33.08,912.3407,55.59,34.4,911.3084,78.0
33.08,912.3407,55.59,34.37,911.3351,78.0
33.01,912.3059,52.01,34.37,911.3351,78.0
33.01,912.3059,52.01,34.35,911.3354,76.0
33.01,912.3059,48.89,34.35,911.3354,76.0
32.95,912.3392,48.9,34.35,911.3354,76.0
33.13,912.4852,67.34,34.37,911.5649,88.09
33.13,912.4852,67.34,34.39,911.5293,88.81
33.19,912.4775,68.74,34.39,911.5293,88.81
33.19,912.4775,68.74,34.39,911.4562,89.34
33.19,912.4775,68.74,34.41,911.4846,89.34
33.22,912.4636,69.6,34.41,911.4846,89.34
33.22,912.4636,69.6,34.41,911.4151,89.58
33.22,912.4636,69.84,34.41,911.4151,89.58
33.23,912.3777,69.84,34.41,911.4151,89.58
33.23,912.3777,69.84,34.41,911.3225,89.79
33.21,912.3323,68.06,34.41,911.3225,89.79
33.21,912.3323,68.06,34.42,911.3812,89.87
33.16,912.355,65.51,34.42,911.3812,89.87
33.16,912.355,65.51,34.42,911.3812,89.77
33.16,912.355,65.51,34.42,911.4079,89.77
33.09,912.3766,62.75,34.42,911.4079,89.77
33.09,912.3766,62.75,34.41,911.367,89.56
33.02,912.3527,60.22,34.41,911.367,89.56
33.02,912.3527,60.22,34.41,911.3777,89.33
32.97,912.3456,57.32,34.41,911.3777,89.33
32.97,912.3456,57.32,34.41,911.3867,88.89
32.97,912.3456,57.32,34.4,911.3867,88.89
32.94,912.354,55.07,34.4,911.3867,88.89
32.94,912.354,55.07,34.39,911.4153,88.5
32.91,912.3853,52.66,34.39,911.4153,88.5
32.91,912.3853,52.66,34.39,911.4153,87.89
32.91,912.3853,52.66,34.39,911.4047,87.89
32.91,912.4171,50.36,34.39,911.4047,87.89
32.87,912.369,50.36,34.39,911.4047,87.89
32.87,912.369,50.36,34.38,911.4116,87.45
32.85,912.3493,48.5,34.38,911.4116,87.45
32.85,912.3493,48.5,34.38,911.392,86.82
32.82,912.3247,46.82,34.38,911.392,86.82
32.82,912.3247,46.82,34.38,911.4171,86.09
32.82,912.3834,45.73,34.38,911.4171,86.09
32.8,912.3834,45.73,34.38,911.4171,86.09
32.8,912.3834,45.73,34.37,911.4367,84.89
32.79,912.3983,47.01,34.37,911.4367,84.89
32.79,912.3983,47.01,34.37,911.4617,83.99
32.79,912.3983,49.68,34.37,911.4617,83.99
32.79,912.4263,49.68,34.37,911.4617,83.99
32.79,912.4263,49.68,34.36,911.5366,83.57
32.79,912.4551,53.26,34.36,911.5366,83.57
32.79,912.4551,53.26,34.35,911.5293,83.69
32.82,912.4937,56.58,34.35,911.5293,83.69
32.82,912.4937,56.58,34.34,911.5472,84.01
32.85,912.5047,59.54,34.34,911.5472,84.01
32.85,912.5047,59.54,34.33,911.5652,84.29
32.85,912.5047,61.98,34.33,911.5652,84.29
32.92,912.4728,63.93,34.32,911.5492,84.65
32.92,912.4728,63.93,34.32,911.5028,84.99
32.92,912.4728,63.93,34.31,911.4924,84.99
32.92,912.4689,65.7,34.31,911.4924,84.99
32.94,912.4689,65.7,34.31,911.4924,84.99
32.94,912.4689,65.7,34.31,911.4869,85.18
32.97,912.4764,67.19,34.31,911.4869,85.18
32.97,912.4764,67.19,34.31,911.462,85.42
33.0,912.4108,68.52,34.31,911.462,85.42
33.0,912.4108,68.52,34.31,911.4371,85.6
33.03,912.3528,68.94,34.31,911.4371,85.6
33.03,912.3528,68.94,34.3,911.3176,85.63
33.04,912.2994,67.77,34.3,911.3176,85.63
33.04,912.2994,67.77,34.3,911.2999,85.67
33.04,912.3311,65.74,34.3,911.2999,85.67
33.04,912.3237,65.74,34.3,911.2999,85.67
33.04,912.3237,65.74,34.31,911.3144,85.22
33.0,912.2844,60.83,34.31,911.3144,85.22
32.97,912.3086,60.83,34.31,911.3144,85.22
32.97,912.3086,60.83,34.31,911.3481,84.88
32.97,912.3086,60.83,34.3,911.3444,84.88
32.93,912.3076,58.59,34.3,911.3444,84.88
32.93,912.3076,58.59,34.3,911.3248,84.51
32.91,912.3289,56.42,34.3,911.3248,84.51
32.91,912.3289,56.42,34.29,911.3427,84.21
32.87,912.305,54.32,34.29,911.3427,84.21
32.87,912.305,54.32,34.29,911.3392,83.74
32.84,912.2838,52.08,34.29,911.3392,83.74
32.84,912.2838,52.08,34.28,911.3,83.19
32.82,912.2734,50.14,34.28,911.3,83.19
32.82,912.2734,50.14,34.28,911.3,82.84
32.82,912.2734,50.14,34.28,911.2877,82.84
32.8,912.3053,48.37,34.28,911.2877,82.84
32.8,912.3053,48.37,34.27,911.3251,82.34
32.78,912.2949,47.1,34.27,911.3251,82.34
32.78,912.2949,47.1,34.27,911.3605,81.8
32.76,912.373,46.0,34.27,911.3605,81.8
32.76,912.373,46.0,34.26,911.4052,81.36
32.74,912.3842,44.98,34.26,911.4052,81.36
32.74,912.3842,44.98,34.26,911.3998,80.42
32.74,912.4249,45.97,34.26,911.3998,80.42
32.73,912.4138,45.97,34.26,911.3998,80.42
32.73,912.4138,45.97,34.24,911.4783,79.57
32.73,912.4138,48.97,34.24,911.4783,79.57
32.73,912.4292,48.97,34.24,911.4783,79.57
32.73,912.4292,48.97,34.24,911.4944,79.56
32.74,912.4601,52.55,34.24,911.4944,79.56
32.74,912.4601,52.55,34.23,911.4871,79.98
32.76,912.449,55.91,34.23,911.4871,79.98
32.76,912.449,55.91,34.22,911.5281,80.64
32.79,912.4689,59.08,34.22,911.5281,80.64
32.79,912.4689,59.08,34.2,911.5675,81.52
32.83,912.5122,61.94,34.2,911.5675,81.52
32.83,912.5122,61.94,34.2,911.573,82.45
32.87,912.515,64.39,34.2,911.573,82.45
32.87,912.515,64.39,34.19,911.5783,83.18
32.91,912.5036,66.48,34.19,911.5783,83.18
32.91,912.5036,66.48,34.19,911.5783,84.06
32.91,912.5036,66.48,34.2,911.5961,84.06
32.91,912.5278,68.3,34.2,911.5961,84.06
32.95,912.5278,68.3,34.2,911.5961,84.06
32.95,912.5278,68.3,34.19,911.6014,84.83
32.95,912.5181,69.87,34.19,911.6014,84.83
32.99,912.5181,69.87,34.19,911.6244,85.59
33.09,912.5212,72.18,34.19,911.5676,86.27
33.09,912.5212,72.18,34.19,911.5676,86.76
33.09,912.5212,72.18,34.2,911.5159,86.76
33.09,912.5212,73.05,34.2,911.5159,86.76
33.13,912.489,73.05,34.2,911.5159,86.76
33.13,912.489,73.05,34.21,911.4339,87.17
33.17,912.4172,73.46,34.21,911.4339,87.17
33.17,912.4172,73.46,34.22,911.3608,87.45
33.2,912.3436,73.2,34.22,911.3608,87.45
33.2,912.3436,73.2,34.23,911.3183,87.5
33.2,912.2768,70.65,34.23,911.3183,87.5
33.2,912.2768,70.65,34.23,911.3183,87.31
33.2,912.2768,70.65,34.23,911.2755,87.31
33.16,912.2686,66.78,34.23,911.2755,87.31
33.16,912.2686,66.78,34.24,911.3004,86.83
33.16,912.3289,62.67,34.24,911.3004,86.83
33.09,912.3289,62.67,34.24,911.3004,86.83
33.09,912.3289,62.67,34.24,911.3022,86.03
33.01,912.2952,58.93,34.24,911.3022,86.03
33.01,912.2952,58.93,34.24,911.3022,85.39
33.01,912.2952,58.93,34.23,911.3094,85.39
32.94,912.3506,55.92,34.23,911.3094,85.39
32.94,912.3506,55.92,34.23,911.3041,84.93
32.88,912.3094,51.14,34.23,911.2986,83.6
32.83,912.2812,51.14,34.23,911.2986,83.6
32.79,912.2712,49.23,34.23,911.2986,83.6
32.79,912.2712,49.23,34.22,911.3038,82.76
32.76,912.2833,47.94,34.22,911.3038,82.76
32.76,912.2833,47.94,34.22,911.3038,82.23
32.76,912.2833,47.94,34.21,911.2986,82.22
32.73,912.3081,47.39,34.21,911.2986,82.22
32.73,912.3081,47.39,34.21,911.3219,81.75
32.73,912.3081,47.39,34.2,911.3219,81.75
32.73,912.3192,46.99,34.2,911.3219,81.75
32.72,912.3192,46.99,34.2,911.3219,81.75
32.72,912.3192,46.99,34.19,911.3433,81.33
32.7,912.3181,46.61,34.19,911.3433,81.33
32.7,912.3181,46.61,34.19,911.3664,80.89
32.69,912.3402,46.0,34.19,911.3664,80.89
32.69,912.3402,46.0,34.19,911.4089,80.4
32.68,912.3557,45.07,34.19,911.4089,80.4
32.68,912.3557,45.07,34.19,911.4001,79.96
32.67,912.3672,44.66,34.19,911.4001,79.96
32.67,912.3672,44.66,34.18,911.4163,79.51
32.66,912.3964,46.01,34.18,911.4163,79.51
32.66,912.3964,46.01,34.17,911.4305,80.2
32.66,912.4511,49.47,34.17,911.4305,80.2
32.67,912.4623,49.47,34.17,911.4305,80.2
32.67,912.4623,49.47,34.17,911.5284,81.68
33.23,912.2822,60.44,34.46,911.2636,91.99
33.23,912.2822,60.44,34.4,911.3102,90.33
32.95,912.2609,53.1,34.34,911.2124,88.52
32.95,912.2609,53.1,34.3,911.2375,86.71
32.95,912.2609,49.88,34.3,911.2375,86.71
32.77,912.2313,47.15,34.24,911.2789,83.65
32.71,912.2938,44.99,34.24,911.2789,83.65
32.71,912.2938,43.24,34.22,911.3395,82.32
32.65,912.2989,43.24,34.22,911.3395,82.32
32.61,912.4047,42.25,34.2,911.3699,79.06
32.61,912.4047,42.25,34.18,911.4109,79.06
32.61,912.4047,43.83,34.18,911.4109,79.06
32.57,912.4267,43.84,34.18,911.4109,79.06
32.57,912.4267,43.84,34.16,911.4022,79.35
32.57,912.407,46.98,34.16,911.4022,79.35
32.57,912.407,46.98,34.16,911.4022,80.03
32.57,912.407,46.98,34.15,911.3967,80.03
32.59,912.3753,50.79,34.15,911.3967,80.03
32.59,912.3753,50.79,34.15,911.4252,81.07
32.64,912.4604,54.66,34.15,911.4252,81.07
32.64,912.4604,54.66,34.17,911.4858,82.36
32.64,912.4604,58.04,34.17,911.4858,82.36
32.71,912.4789,58.04,34.17,911.4858,82.36
32.71,912.4789,58.04,34.18,911.4945,83.96
32.78,912.493,60.99,34.18,911.4945,83.96
32.78,912.493,60.99,34.18,911.5087,85.42
32.85,912.5208,63.42,34.18,911.5087,85.42
32.85,912.5208,63.42,34.2,911.5747,86.83
32.85,912.5208,65.72,34.2,911.5747,86.83
33.21,912.5298,71.46,34.31,911.5796,91.43
33.25,912.4883,73.4,34.3,911.5403,91.45
33.25,912.4883,73.4,34.3,911.4797,91.48
33.25,912.4515,73.61,34.3,911.4797,91.48
33.25,912.4515,73.61,34.3,911.4406,91.31
33.25,912.4233,73.7,34.3,911.4406,91.31
33.25,912.4233,73.7,34.3,911.3961,91.4
33.25,912.4022,71.21,34.3,911.3961,91.4
33.25,912.3982,71.21,34.3,911.3961,91.4
33.25,912.3982,71.21,34.3,911.3711,91.15
33.25,912.3982,67.38,34.3,911.3711,91.15
33.2,912.4255,67.39,34.3,911.3711,91.15
33.2,912.4255,67.39,34.3,911.3711,90.92
33.2,912.4255,67.39,34.31,911.3445,90.92
33.12,912.4174,63.67,34.31,911.3445,90.92
33.12,912.4174,63.67,34.31,911.3979,90.63
33.03,912.4205,60.31,34.31,911.3979,90.63
33.03,912.4205,60.31,34.31,911.3926,90.03
32.97,912.3898,57.7,34.31,911.3926,90.03
32.97,912.3898,57.7,34.31,911.414,89.47
32.92,912.3845,55.13,34.31,911.414,89.47
32.92,912.3845,55.13,34.31,911.4123,88.93
32.92,912.3845,52.55,34.31,911.4123,88.93
32.88,912.3942,52.55,34.31,911.4123,88.93
32.88,912.3942,52.55,34.3,911.4263,88.3
32.88,912.3903,50.75,34.3,911.4263,88.3
32.85,912.3903,50.75,34.3,911.4263,88.3
32.85,912.3903,50.75,34.3,911.4529,87.64
32.83,912.4363,51.51,34.3,911.4529,87.64
32.83,912.4363,51.51,34.29,911.4941,87.01
32.82,912.4428,54.26,34.29,911.4941,87.01
32.82,912.4428,54.26,34.29,911.4941,86.87
32.82,912.4428,54.26,34.29,911.4799,86.87
32.82,912.4526,57.35,34.29,911.4799,86.87
32.84,912.4526,57.35,34.29,911.4799,86.87
32.84,912.4526,57.35,34.28,911.5012,86.91
32.87,912.4409,60.19,34.28,911.5012,86.91
32.87,912.4409,60.19,34.28,911.4764,87.03
32.91,912.4189,62.54,34.28,911.4764,87.03
32.91,912.4189,62.54,34.28,911.4764,87.29
32.97,912.4179,65.95,34.27,911.448,87.29
32.97,912.4179,65.95,34.27,911.4622,87.26
32.99,912.4494,67.01,34.27,911.4622,87.26
32.99,912.4494,67.01,34.27,911.4391,87.38
32.99,912.4494,67.01,34.27,911.432,87.38
33.01,912.4083,67.82,34.27,911.432,87.38
33.01,912.4083,67.82,34.27,911.4336,87.45
33.03,912.4163,68.4,34.27,911.4336,87.45
33.03,912.4163,68.4,34.27,911.416,87.45
33.04,912.3468,68.15,34.27,911.416,87.45
33.04,912.3468,68.15,34.27,911.3483,87.36
33.04,912.3592,65.76,34.27,911.3483,87.36
33.04,912.3592,65.76,34.27,911.3625,87.07
33.02,912.3437,62.48,34.27,911.3625,87.07
33.02,912.3437,62.48,34.28,911.3926,86.63
32.98,912.3961,58.99,34.28,911.3926,86.63
32.98,912.3961,58.99,34.28,911.3981,86.12
32.94,912.3577,55.98,34.28,911.3981,86.12
32.94,912.3577,55.98,34.27,911.3608,85.64
32.9,912.3281,53.03,34.27,911.3608,85.64
32.9,912.3281,53.03,34.27,911.3588,85.16
32.9,912.3379,50.49,34.27,911.3588,85.16
32.86,912.3379,50.49,34.27,911.3588,85.16
32.86,912.3379,50.49,34.26,911.3784,84.47
32.82,912.3127,48.34,34.26,911.3784,84.47
32.82,912.3127,48.34,34.26,911.35,83.59
32.8,912.2913,46.28,34.26,911.35,83.59
32.8,912.2913,46.28,34.26,911.35,82.89
32.8,912.2913,46.28,34.25,911.3483,82.89
32.77,912.3334,44.58,34.25,911.3483,82.89
32.77,912.3334,44.58,34.25,911.3981,82.33
32.77,912.425,43.27,34.25,911.3981,82.33
32.74,912.3842,43.27,34.25,911.3981,82.33
32.74,912.3842,43.27,34.25,911.4106,81.06
32.72,912.4005,42.75,34.23,911.4233,79.47
32.71,912.4174,45.03,34.23,911.4233,79.47
32.71,912.4174,45.03,34.22,911.4017,78.84
32.71,912.3995,47.96,34.22,911.4017,78.84
32.71,912.3995,47.96,34.21,911.4321,78.77
32.72,912.397,50.86,34.21,911.4321,78.77
32.72,912.397,50.86,34.2,911.4091,78.97
32.74,912.4743,53.87,34.2,911.4091,78.97
32.74,912.4743,53.87,34.19,911.4786,79.52
32.74,912.4743,57.02,34.19,911.4786,79.52
32.77,912.4814,57.02,34.19,911.4927,80.33
32.77,912.471,60.18,34.19,911.4927,80.33
32.79,912.471,60.18,34.19,911.4785,81.26
32.79,912.471,60.18,34.18,911.4785,81.26
32.79,912.471,62.92,34.18,911.4785,81.26
32.83,912.4596,62.93,34.18,911.4785,81.26
32.83,912.4596,62.93,34.18,911.4838,82.25
32.88,912.4842,65.33,34.18,911.4838,82.25
32.88,912.4842,65.33,34.18,911.4944,83.05
32.93,912.4944,67.31,34.18,911.4944,83.05
32.93,912.4944,67.31,34.18,911.5122,83.94
32.98,912.4995,68.75,34.18,911.5122,83.94
32.98,912.4995,68.75,34.19,911.5374,84.72
32.98,912.4995,69.93,34.19,911.5374,84.72
33.02,912.4425,69.93,34.19,911.4573,85.16
33.02,912.4425,69.93,34.19,911.4608,85.16
33.06,912.4084,70.67,34.19,911.4608,85.16
33.06,912.4084,70.67,34.2,911.3895,85.46
33.08,912.3374,70.43,34.2,911.3895,85.46
33.08,912.3374,70.43,34.2,911.345,85.72
33.09,912.329,68.43,34.2,911.345,85.72
33.09,912.329,68.43,34.21,911.3289,85.64
33.09,912.329,68.43,34.21,911.3289,85.34
33.01,912.3254,62.78,34.21,911.3253,85.34
32.97,912.2802,59.68,34.21,911.3253,85.34
32.97,912.2802,59.68,34.21,911.32,84.98
32.97,912.3003,56.67,34.21,911.32,84.98
32.93,912.3003,56.67,34.21,911.32,84.98
32.93,912.3003,56.67,34.2,911.3254,84.6
32.89,912.2801,53.99,34.2,911.3254,84.6
32.89,912.2801,53.99,34.2,911.3254,84.24
32.89,912.2801,53.99,34.19,911.2703,84.24
32.85,912.2863,51.99,34.19,911.2703,84.24
32.85,912.2863,51.99,34.19,911.2685,83.81
32.82,912.2734,50.88,34.19,911.2685,83.81
32.82,912.2734,50.88,34.19,911.3378,83.24
32.8,912.3724,50.06,34.19,911.3378,83.24
32.8,912.3724,50.06,34.18,911.402,82.59
32.79,912.377,49.65,34.18,911.402,82.59
32.79,912.377,49.65,34.18,911.3929,82.21
32.78,912.3943,51.8,34.18,911.3929,82.21
32.78,912.3943,51.8,34.18,911.4339,82.99
32.8,912.369,54.61,34.18,911.4339,82.99
32.8,912.369,54.61,34.19,911.4356,83.53
32.8,912.369,56.88,34.19,911.4356,83.53
32.83,912.3957,56.88,34.19,911.4356,83.53
32.83,912.3957,56.88,34.2,911.4235,84.02
32.86,912.3999,58.42,34.2,911.4235,84.02
32.86,912.3999,58.42,34.19,911.4199,84.23
32.88,912.4011,59.25,34.19,911.4199,84.23
32.88,912.4011,59.25,34.19,911.4484,84.3
32.89,912.4336,60.21,34.19,911.4484,84.3
32.89,912.4336,60.21,34.19,911.3787,84.96
32.89,912.3824,56.52,34.18,911.2061,83.99
32.89,912.3824,56.52,34.18,911.4483,83.0
32.86,912.4099,55.75,34.18,911.4483,83.0
32.86,912.4099,55.75,34.16,911.4377,81.74
32.83,912.3959,56.78,34.16,911.4377,81.74
32.83,912.3959,56.78,34.14,911.4341,81.59
32.83,912.387,58.17,34.14,911.4341,81.59
32.83,912.3907,58.17,34.14,911.4341,81.59
32.83,912.3907,58.17,34.13,911.3862,81.94
32.85,912.4041,59.32,34.13,911.3862,81.94
32.85,912.4041,59.32,34.13,911.4075,81.99
32.86,912.4088,60.45,34.13,911.4075,81.99
32.86,912.4088,60.45,34.13,911.3845,82.56
32.86,912.4088,62.05,34.13,911.3845,82.56
32.88,912.4169,62.05,34.13,911.3845,82.56
32.88,912.4169,62.05,34.13,911.4111,83.37
32.9,912.4205,63.12,34.13,911.4111,83.37
32.9,912.4205,63.12,34.14,911.4324,83.8
32.9,912.4205,64.63,34.14,911.4324,83.8
32.93,912.5295,64.63,34.14,911.4324,83.8
32.93,912.5295,64.63,34.14,911.6104,85.69
32.99,912.3613,68.06,34.15,911.5606,87.91
32.99,912.3613,68.06,34.18,911.5995,87.91
33.03,912.4217,69.43,34.18,911.5995,87.91
33.03,912.4217,69.43,34.2,911.5622,88.3
33.06,912.435,70.56,34.2,911.5622,88.3
33.06,912.435,70.56,34.2,911.4928,88.46
33.06,912.3856,71.44,34.2,911.4928,88.46
33.09,912.4225,71.44,34.2,911.5052,88.56
33.1,912.4395,72.06,34.2,911.5052,88.56
33.1,912.4395,72.06,34.19,911.5036,88.6
33.12,912.4458,72.58,34.19,911.5036,88.6
33.12,912.4458,72.58,34.19,911.4464,88.64
33.12,912.4458,72.58,34.2,911.3878,88.59
33.14,912.3716,72.42,34.2,911.3878,88.59
33.14,912.3716,70.57,34.2,911.3878,88.59
33.14,912.3716,70.57,34.2,911.3895,88.47
33.14,912.3716,68.26,34.2,911.3895,88.47
33.11,912.373,68.26,34.2,911.3895,88.28
33.11,912.373,68.26,34.19,911.3895,88.28
33.08,912.3849,65.4,34.19,911.3895,88.28
33.08,912.3849,65.4,34.2,911.3824,87.98
33.03,912.3729,62.5,34.2,911.3824,87.98
33.03,912.3729,62.5,34.21,911.3645,87.68
33.0,912.3301,59.73,34.21,911.3645,87.68
33.0,912.3301,59.73,34.2,911.329,87.28
32.97,912.342,57.24,34.2,911.329,87.28
32.97,912.342,57.24,34.19,911.3309,86.96
32.94,912.3665,54.88,34.19,911.3309,86.96
32.94,912.3665,54.88,34.18,911.3716,86.48
32.94,912.3665,52.88,34.18,911.3716,86.48
32.92,912.3983,52.88,34.18,911.3699,85.99
32.89,912.3967,51.41,34.18,911.3699,85.6
32.89,912.3967,51.41,34.18,911.3823,85.6
32.88,912.3762,50.45,34.18,911.3823,85.6
32.88,912.3762,50.45,34.18,911.3929,85.24
32.86,912.4141,49.54,34.18,911.3929,85.24
32.86,912.4141,49.54,34.18,911.4001,84.34
32.86,912.3928,49.91,34.18,911.4001,84.34
32.85,912.3742,49.91,34.17,911.418,83.53
32.85,912.4183,49.88,34.17,911.395,82.99
32.85,912.4183,49.88,34.16,911.395,82.99
32.84,912.3721,50.21,34.16,911.395,82.99
32.84,912.3721,50.21,34.16,911.3879,82.58
32.83,912.3644,49.3,34.16,911.3879,82.58
32.83,912.3644,49.3,34.15,911.4037,82.08
32.83,912.3148,48.41,34.15,911.354,81.5
32.82,912.3463,47.5,34.14,911.3897,81.11
32.81,912.3577,46.47,34.13,911.3755,80.89
32.8,912.3869,46.13,34.13,911.3755,80.89
32.8,912.3869,46.13,34.13,911.4111,80.08
32.8,912.3884,46.79,34.13,911.4111,80.08
32.8,912.3884,46.79,34.12,911.3898,79.23
32.8,912.4008,47.1,34.12,911.3898,78.73
32.8,912.4008,47.1,34.11,911.3809,78.73
32.8,912.4008,47.06,34.11,911.3809,78.73
32.8,912.3706,47.06,34.1,911.397,78.47
32.8,912.3953,47.15,34.1,911.397,78.47
32.8,912.3953,47.15,34.09,911.3899,78.26
32.79,912.4058,48.96,34.09,911.3899,78.09
32.79,912.4058,48.96,34.09,911.3864,78.09
32.79,912.399,50.79,34.09,911.3864,78.09
32.8,912.399,50.79,34.08,911.4113,77.94
32.8,912.399,52.84,34.08,911.4113,77.94
32.81,912.4012,52.84,34.07,911.4077,77.82
32.81,912.4247,55.48,34.07,911.4077,77.82
32.81,912.4247,55.48,34.07,911.4753,78.26
32.83,912.4117,58.24,34.07,911.4753,78.26
32.83,912.4117,58.24,34.06,911.4914,78.88
32.86,912.4437,60.99,34.06,911.4914,79.89
32.86,912.4437,60.99,34.06,911.5609,79.89
32.86,912.4437,63.72,34.06,911.5609,79.89
33.07,912.4179,71.49,34.09,911.5538,86.34
33.12,912.3895,72.2,34.09,911.5538,86.34
33.12,912.3895,72.2,34.1,911.4202,86.83
33.17,912.3855,71.9,34.1,911.4202,86.83
33.17,912.3855,71.9,34.11,911.356,87.18
33.18,912.3601,69.31,34.12,911.3436,87.14
33.13,912.3742,65.57,34.13,911.3702,86.8
33.13,912.4554,61.51,34.13,911.3702,86.8
33.07,912.3628,61.51,34.13,911.3791,86.35
33.0,912.3761,58.21,34.13,911.3791,86.35
33.0,912.3761,58.21,34.12,911.3703,85.78
32.94,912.3398,55.03,34.11,911.363,85.01
32.94,912.3398,52.24,34.11,911.363,85.01
32.88,912.3658,52.24,34.11,911.3969,84.2
32.83,912.373,49.71,34.1,911.3792,83.44
32.79,912.397,47.5,34.1,911.3792,82.61
32.76,912.3624,45.63,34.09,911.3846,81.66
32.72,912.3901,43.88,34.08,911.3882,80.49
32.69,912.3898,42.51,34.07,911.3599,79.42
32.67,912.3761,41.57,34.06,911.4023,78.3
32.65,912.3954,41.08,34.06,911.3972,77.8
32.64,912.3789,40.55,34.06,911.3972,77.8
32.64,912.3789,40.55,34.05,911.4026,77.48
32.62,912.3865,40.0,34.04,911.3901,77.12
32.62,912.3647,39.35,34.03,911.39,76.72
32.61,912.3767,39.14,34.03,911.39,76.72
32.61,912.3767,39.14,34.02,911.3954,76.05
32.66,912.391,53.53,33.97,911.5396,76.37
32.69,912.3878,57.01,33.97,911.5611,77.83
32.69,912.3878,57.01,33.96,911.5611,77.83
32.72,912.4255,62.71,33.97,911.6038,80.66
32.77,912.3984,62.71,33.97,911.6038,80.66
32.81,912.428,64.96,33.96,911.6144,81.91
32.91,912.3996,68.89,33.98,911.5876,84.27
32.97,912.4001,70.18,33.99,911.5505,85.17
33.01,912.4225,71.05,33.99,911.5505,85.76
33.01,912.4225,71.05,33.99,911.4988,85.76
33.05,912.3826,71.64,34.01,911.4437,86.14
33.07,912.365,71.78,34.01,911.3636,86.3
33.08,912.3181,69.7,34.02,911.3225,86.35
33.06,912.2897,66.86,34.03,911.2886,86.33
33.0,912.3373,63.38,34.03,911.3047,86.08
32.94,912.3665,59.67,34.03,911.3384,85.81
32.87,912.3602,56.55,34.03,911.3544,85.41
32.82,912.3245,54.02,34.03,911.3401,84.99
32.78,912.3041,51.87,34.03,911.3527,84.54
